Index,Name,Description,Brand,Category,Subcategory,Price,Currency,Discount_Pct,Final_Price,Tax_Rate,Stock,EAN,SKU,Internal_ID,Color,Size,Material,Weight_kg,Length_cm,Width_cm,Height_cm,Rating,Review_Count,Availability,Supplier,Country_of_Origin,Warranty_Months,Tags,Image_URL,Created_At,Updated_At
2307,Samsung Moccasins Blue 7,Art bar behind upon trouble partner side art a spring fill religious move seven foot single book know.,Samsung,Footwear,Moccasins,56974.36,INR,0,56974.36,0,2092,1760629469693,SAM-FOO-002307,PROD-39CA9510,Blue,7,Stainless Steel,19.68,30.8,87.9,48.2,3.3,9593,In Stock,Mendez-Spears,Bangladesh,18,Footwear|Moccasins|Samsung|Blue|Stainless Steel,https://cdn.example.com/products/prod-39ca9510.jpg,2023-03-21 23:33:56,2023-11-03 23:33:56
2308,Bajaj Fragrances Grey 9,Receive interest machine growth feeling scene run deal simply.,Bajaj,Beauty & Health,Fragrances,21023.53,USD,0,21023.53,0,4716,9946716331452,BAJ-BEA-002308,PROD-3500D3FE,Grey,9,Ceramic,25.85,192.7,140.7,95.5,3.2,22033,Limited Stock,Allen-Powers,Japan,12,Beauty & Health|Fragrances|Bajaj|Grey|Ceramic,https://cdn.example.com/products/prod-3500d3fe.jpg,2022-01-16 11:48:30,2022-06-11 11:48:30
2309,Lacoste Tote Bags Gold One Size,Majority usually six tough similar arm month cut chair person since section seem partner system too member real make easy over establish.,Lacoste,Bags & Luggage,Tote Bags,98882.62,INR,5,93938.49,28,4227,6860185567811,LAC-BAG-002309,PROD-115FBFAF,Gold,One Size,Silk,23.41,172.6,45.8,1.2,4.4,5549,Pre-Order,"Johnson, Hopkins and Yang",Japan,18,Bags & Luggage|Tote Bags|Lacoste|Gold|Silk,https://cdn.example.com/products/prod-115fbfaf.jpg,2024-11-19 20:10:04,2025-11-18 20:10:04
2310,Acer Tote Bags Gold S,Front responsibility crime go finish piece different old high who seven performance along environment prevent trouble book indicate run similar understand before body.,Acer,Bags & Luggage,Tote Bags,12282.71,INR,50,6141.35,18,3567,6713036949369,ACE-BAG-002310,PROD-9F25039D,Gold,S,Stainless Steel,22.33,87.7,146.9,69.6,1.6,6395,Limited Stock,Hatfield-Ward,Taiwan,18,Bags & Luggage|Tote Bags|Acer|Gold|Stainless Steel,https://cdn.example.com/products/prod-9f25039d.jpg,2024-02-06 06:08:18,2025-01-09 06:08:18
2311,Tommy Hilfiger Laptops Silver 6,Action act space section scene apply control already environmental loss need pull.,Tommy Hilfiger,Electronics,Laptops,79250.27,EUR,20,63400.22,0,2455,2348430370316,TOM-ELE-002311,PROD-CAD806C5,Silver,6,Glass,13.28,85.8,2.8,58.3,4.9,11878,Out of Stock,Cortez LLC,Taiwan,0,Electronics|Laptops|Tommy Hilfiger|Silver|Glass,https://cdn.example.com/products/prod-cad806c5.jpg,2024-03-07 19:09:34,2024-08-17 19:09:34
2312,Tommy Hilfiger Decor Purple 32,Have she whom road own figure even want ten can contain ok player PM night federal general success month especially similar.,Tommy Hilfiger,Home & Kitchen,Decor,53483.42,USD,70,16045.03,5,2946,7386887909586,TOM-HOM-002312,PROD-745929E7,Purple,32,Rubber,16.14,142.5,65.7,27.2,4.1,569,Pre-Order,Dunlap-Martinez,Japan,18,Home & Kitchen|Decor|Tommy Hilfiger|Purple|Rubber,https://cdn.example.com/products/prod-745929e7.jpg,2024-07-20 06:50:13,2024-08-22 06:50:13
2313,Nikon Gardening Rose Gold One Size,Raise above million behavior with require goal everybody represent like say of age.,Nikon,Home & Kitchen,Gardening,146.33,INR,5,139.01,5,2392,0434631406748,NIK-HOM-002313,PROD-EF2FCA39,Rose Gold,One Size,Ceramic,8.2,87.3,46.6,38.8,4.8,8951,Pre-Order,Burns Inc,Japan,36,Home & Kitchen|Gardening|Nikon|Rose Gold|Ceramic,https://cdn.example.com/products/prod-ef2fca39.jpg,2024-08-22 23:08:36,2025-04-24 23:08:36
2314,Samsung Baby Care Teal 7,Western account personal raise present item light wrong in look star.,Samsung,Beauty & Health,Baby Care,77686.06,INR,50,38843.03,28,1509,8380540011721,SAM-BEA-002314,PROD-E462EF17,Teal,7,Polyester,21.45,28.5,20.6,74.5,4.0,675,Out of Stock,"Aguirre, Smith and Morris",Italy,18,Beauty & Health|Baby Care|Samsung|Teal|Polyester,https://cdn.example.com/products/prod-e462ef17.jpg,2022-05-07 20:55:41,2022-07-02 20:55:41
2315,Whirlpool Chargers Black One Size,Arrive sport yes then rest treatment while early finish time scene wide because reduce summer set authority friend society.,Whirlpool,Automotive,Chargers,61861.86,INR,0,61861.86,18,2499,8402996937544,WHI-AUT-002315,PROD-E299EA28,Black,One Size,Silk,12.0,177.6,82.3,93.3,3.6,15527,Out of Stock,Baker PLC,South Korea,6,Automotive|Chargers|Whirlpool|Black|Silk,https://cdn.example.com/products/prod-e299ea28.jpg,2023-07-30 03:34:05,2023-09-22 03:34:05
2316,Nike Smartphones Navy 6,Car foreign situation great another involve chair late support its wear he trip young very later tough agreement.,Nike,Electronics,Smartphones,88939.59,INR,5,84492.61,28,2837,9603473242017,NIK-ELE-002316,PROD-8B7791D6,Navy,6,Plastic,7.82,172.1,96.3,3.8,1.7,24830,Limited Stock,Hoffman Inc,USA,24,Electronics|Smartphones|Nike|Navy|Plastic,https://cdn.example.com/products/prod-8b7791d6.jpg,2024-09-09 08:36:04,2025-06-07 08:36:04
2317,Nikon Car Accessories Olive 6,Leave shake no movement another training see house dog own into.,Nikon,Automotive,Car Accessories,53438.36,INR,0,53438.36,28,2041,4047309260472,NIK-AUT-002317,PROD-21B1059F,Olive,6,Rubber,22.95,185.6,108.4,15.7,3.8,2481,Out of Stock,Hughes-Brown,Italy,24,Automotive|Car Accessories|Nikon|Olive|Rubber,https://cdn.example.com/products/prod-21b1059f.jpg,2024-06-05 12:00:25,2024-06-18 12:00:25
2318,Woodland Smartphones Maroon 9,Voice table on yard deep myself surface sport chair month.,Woodland,Electronics,Smartphones,12789.56,INR,0,12789.56,12,2393,6671107275628,WOO-ELE-002318,PROD-A21195C4,Maroon,9,Rubber,28.75,35.9,22.5,75.4,4.8,3740,In Stock,Greene-Schneider,Italy,24,Electronics|Smartphones|Woodland|Maroon|Rubber,https://cdn.example.com/products/prod-a21195c4.jpg,2022-11-28 16:42:40,2023-04-30 16:42:40
2319,Puma Laptops Beige 11,Give subject like before important somebody understand new sometimes should.,Puma,Electronics,Laptops,16637.51,EUR,70,4991.25,28,4007,0440316776068,PUM-ELE-002319,PROD-A8170985,Beige,11,Linen,26.02,157.5,61.3,37.2,4.9,18673,In Stock,Chandler Inc,USA,12,Electronics|Laptops|Puma|Beige|Linen,https://cdn.example.com/products/prod-a8170985.jpg,2023-02-13 20:39:05,2023-07-06 20:39:05
2320,Calvin Klein Mice Cyan 36,Institution bad public else front man all wind while lot part student into statement phone or suffer.,Calvin Klein,Electronics,Mice,82764.14,INR,20,66211.31,12,2323,4403837106130,CAL-ELE-002320,PROD-ACFD7525,Cyan,36,Wool,3.94,12.3,118.4,97.2,4.6,24280,Out of Stock,"Hanna, Craig and Maldonado",USA,18,Electronics|Mice|Calvin Klein|Cyan|Wool,https://cdn.example.com/products/prod-acfd7525.jpg,2023-06-04 11:42:38,2024-03-24 11:42:38
2321,Levi's Cookware Brown 9,Tonight low everyone fear wish degree alone add recognize guy.,Levi's,Home & Kitchen,Cookware,19300.91,INR,0,19300.91,18,1882,5247809328569,LEV-HOM-002321,PROD-C4ED2D80,Brown,9,Wood,11.37,174.6,149.4,74.3,1.5,2405,Discontinued,"Freeman, Ferguson and Marks",Italy,18,Home & Kitchen|Cookware|Levi's|Brown|Wood,https://cdn.example.com/products/prod-c4ed2d80.jpg,2023-10-17 01:21:41,2024-03-19 01:21:41
2322,Adidas Mice Red 7,Music seat draw science require hour coach officer drug tend debate contain mind detail daughter same show skin local air himself president itself task.,Adidas,Electronics,Mice,28418.16,INR,60,11367.26,0,2938,7875172596810,ADI-ELE-002322,PROD-5D4944BF,Red,7,Linen,14.15,97.7,99.4,67.6,3.7,4541,Pre-Order,Brown-Williams,South Korea,6,Electronics|Mice|Adidas|Red|Linen,https://cdn.example.com/products/prod-5d4944bf.jpg,2024-06-02 19:28:03,2024-09-17 19:28:03
2323,Philips Sneakers Pink XXL,Front able kitchen girl develop state now avoid large security process answer year here campaign person listen summer.,Philips,Footwear,Sneakers,51952.37,INR,0,51952.37,28,4302,0420294484926,PHI-FOO-002323,PROD-1BBD8DA4,Pink,XXL,Plastic,26.31,134.1,134.0,51.0,3.2,10898,Limited Stock,"Harris, Davenport and Sherman",India,12,Footwear|Sneakers|Philips|Pink|Plastic,https://cdn.example.com/products/prod-1bbd8da4.jpg,2024-12-21 17:39:37,2024-12-30 17:39:37
2324,Bata Cycles Gold 38,Thing audience white check grow hear standard region practice from bill.,Bata,Sports & Fitness,Cycles,24845.21,INR,0,24845.21,28,3912,7761773382511,BAT-SPO-002324,PROD-AC04D670,Gold,38,Linen,17.9,85.6,117.3,61.0,4.2,12573,In Stock,"Smith, Brewer and Arias",China,0,Sports & Fitness|Cycles|Bata|Gold|Linen,https://cdn.example.com/products/prod-ac04d670.jpg,2023-10-28 05:43:18,2023-11-13 05:43:18
2325,Decathlon Flip Flops Pink 30,Across certain energy fire probably sort six list.,Decathlon,Footwear,Flip Flops,99924.75,INR,15,84936.04,0,656,3886933357636,DEC-FOO-002325,PROD-78EC1959,Pink,30,Leather,0.29,38.2,137.6,71.6,1.6,6043,Out of Stock,"Mitchell, Stewart and Andrews",Italy,12,Footwear|Flip Flops|Decathlon|Pink|Leather,https://cdn.example.com/products/prod-78ec1959.jpg,2024-01-27 10:36:34,2024-10-20 10:36:34
2326,Casio Headphones Silver 10,Important soldier wide support window amount site sea.,Casio,Electronics,Headphones,12793.75,INR,25,9595.31,18,4810,7454857200138,CAS-ELE-002326,PROD-E7706BB2,Silver,10,Ceramic,6.1,92.0,5.2,41.6,3.3,20578,In Stock,Thompson-Guzman,China,6,Electronics|Headphones|Casio|Silver|Ceramic,https://cdn.example.com/products/prod-e7706bb2.jpg,2024-03-08 11:42:08,2024-10-09 11:42:08
2327,VIP Trolleys Purple 36,Yes plan product join player require record candidate some answer cell center drive we beyond this citizen blue.,VIP,Bags & Luggage,Trolleys,32637.25,INR,50,16318.62,28,1556,3398335951010,VIP-BAG-002327,PROD-DEEFADD7,Purple,36,Plastic,24.23,87.9,121.5,64.8,2.2,5965,In Stock,Briggs-Smith,Germany,0,Bags & Luggage|Trolleys|VIP|Purple|Plastic,https://cdn.example.com/products/prod-deefadd7.jpg,2022-09-19 20:27:34,2022-10-06 20:27:34
2328,Whirlpool Yoga Mats Olive 6,Forward continue military information operation step hour wonder.,Whirlpool,Sports & Fitness,Yoga Mats,1622.39,USD,40,973.43,28,582,3909439051775,WHI-SPO-002328,PROD-8C396CBC,Olive,6,Aluminium,6.04,155.6,116.8,73.9,1.8,96,Pre-Order,Snow Ltd,India,6,Sports & Fitness|Yoga Mats|Whirlpool|Olive|Aluminium,https://cdn.example.com/products/prod-8c396cbc.jpg,2022-07-31 03:50:27,2023-04-30 03:50:27
2329,Under Armour Skincare Pink 38,Community before economic up decision accept face play.,Under Armour,Beauty & Health,Skincare,36289.63,INR,10,32660.67,12,1545,1756776128774,UND-BEA-002329,PROD-530D6234,Pink,38,Stainless Steel,23.48,33.2,24.5,43.5,4.1,22667,Discontinued,Fields-Callahan,Germany,6,Beauty & Health|Skincare|Under Armour|Pink|Stainless Steel,https://cdn.example.com/products/prod-530d6234.jpg,2024-10-26 01:30:30,2025-08-29 01:30:30
2330,Levi's Travel Pouches Orange XL,Fine television article identify environment wind community suggest number dog success him sure technology.,Levi's,Bags & Luggage,Travel Pouches,38907.82,INR,70,11672.35,0,2595,1381236821164,LEV-BAG-002330,PROD-CF60CB6C,Orange,XL,Wood,25.71,64.5,108.2,57.8,3.1,3909,Discontinued,"Day, Schultz and Foster",Vietnam,0,Bags & Luggage|Travel Pouches|Levi's|Orange|Wood,https://cdn.example.com/products/prod-cf60cb6c.jpg,2024-12-18 15:18:05,2025-12-09 15:18:05
2331,Reebok Shorts Grey 36,Gas test move begin thing approach operation yourself sure he shake some leave age term man exactly learn.,Reebok,Clothing,Shorts,71040.26,INR,30,49728.18,28,2437,8656399389558,REE-CLO-002331,PROD-1376855D,Grey,36,Polyester,12.14,167.4,66.0,23.6,2.6,10169,Pre-Order,"Martin, Petty and Rogers",India,24,Clothing|Shorts|Reebok|Grey|Polyester,https://cdn.example.com/products/prod-1376855d.jpg,2024-03-24 06:19:26,2024-10-19 06:19:26
2332,Nikon Decor Cyan 42,Protect available ability policy evening training color new any vote situation.,Nikon,Home & Kitchen,Decor,25227.43,EUR,0,25227.43,12,242,8073152922768,NIK-HOM-002332,PROD-F281D8C5,Cyan,42,Wool,18.66,36.4,80.7,54.6,4.5,14856,Out of Stock,Austin Inc,South Korea,36,Home & Kitchen|Decor|Nikon|Cyan|Wool,https://cdn.example.com/products/prod-f281d8c5.jpg,2023-09-13 14:14:35,2024-03-05 14:14:35
2333,LG Puzzles Rose Gold M,Arrive cup ball late visit city back gun hold clearly state before keep we ahead action.,LG,Toys & Games,Puzzles,48222.52,INR,30,33755.76,18,3759,7318401984458,LG-TOY-002333,PROD-E9EA9688,Rose Gold,M,Glass,14.49,149.4,18.1,27.4,2.7,4651,Pre-Order,"Mays, Robinson and Henry",South Korea,6,Toys & Games|Puzzles|LG|Rose Gold|Glass,https://cdn.example.com/products/prod-e9ea9688.jpg,2022-02-26 01:48:42,2022-08-16 01:48:42
2334,Samsung Storage Grey 11,Property realize successful moment seek just another unit push relationship notice author including think.,Samsung,Home & Kitchen,Storage,13276.21,INR,5,12612.4,28,3544,6742122708153,SAM-HOM-002334,PROD-28337582,Grey,11,Leather,11.78,29.4,90.2,55.9,1.3,963,In Stock,"Howard, Smith and Williamson",Japan,12,Home & Kitchen|Storage|Samsung|Grey|Leather,https://cdn.example.com/products/prod-28337582.jpg,2023-09-27 16:34:08,2024-05-16 16:34:08
2335,Havells Building Blocks Maroon 42,Bed service cup real few color somebody along property most physical now conference win serve end it response so every.,Havells,Toys & Games,Building Blocks,91711.3,INR,0,91711.3,12,2774,1416426939111,HAV-TOY-002335,PROD-779AC74A,Maroon,42,Wood,14.48,179.6,104.7,78.5,4.5,398,Pre-Order,"Mccarthy, Gutierrez and Gilbert",Italy,36,Toys & Games|Building Blocks|Havells|Maroon|Wood,https://cdn.example.com/products/prod-779ac74a.jpg,2023-06-22 00:58:18,2024-02-25 00:58:18
2336,Philips Board Games Purple One Size,Hotel hair off house best every four view others both life coach stop.,Philips,Toys & Games,Board Games,51661.6,INR,60,20664.64,18,4285,2533487925682,PHI-TOY-002336,PROD-C75C50B4,Purple,One Size,Aluminium,26.24,143.3,100.0,79.5,5.0,5803,In Stock,Martinez-Blackburn,Italy,36,Toys & Games|Board Games|Philips|Purple|Aluminium,https://cdn.example.com/products/prod-c75c50b4.jpg,2024-07-28 02:11:06,2025-07-15 02:11:06
2337,Nikon Coats Gold M,Economic return agree become interest ground economy cause media certainly himself keep thank financial authority.,Nikon,Clothing,Coats,64454.42,INR,0,64454.42,18,1008,1237912640218,NIK-CLO-002337,PROD-2AFB12F1,Gold,M,Silk,18.38,22.3,4.5,30.3,2.8,11478,Pre-Order,"Fox, Nguyen and Glass",USA,12,Clothing|Coats|Nikon|Gold|Silk,https://cdn.example.com/products/prod-2afb12f1.jpg,2023-09-11 07:49:51,2024-03-17 07:49:51
2338,Nike Lighting Black 42,Population fill toward or operation exactly carry simply drive hotel heart should although blood civil time they.,Nike,Home & Kitchen,Lighting,86936.21,INR,0,86936.21,5,395,4863105420748,NIK-HOM-002338,PROD-0565A2F5,Black,42,Linen,17.03,5.4,124.0,29.7,3.2,3855,Limited Stock,"Kelly, Christian and Reyes",USA,6,Home & Kitchen|Lighting|Nike|Black|Linen,https://cdn.example.com/products/prod-0565a2f5.jpg,2022-11-10 21:50:30,2023-09-13 21:50:30
2339,Panasonic Chargers Blue XS,Their later right money huge watch condition north response pattern list bed would say.,Panasonic,Automotive,Chargers,38897.07,INR,25,29172.8,5,1151,3912310645642,PAN-AUT-002339,PROD-52A5DB41,Blue,XS,Silk,21.06,10.2,55.0,7.5,3.3,20718,In Stock,Sullivan-Patel,South Korea,12,Automotive|Chargers|Panasonic|Blue|Silk,https://cdn.example.com/products/prod-52a5db41.jpg,2023-03-21 23:11:40,2023-09-20 23:11:40
2340,Acer Bike Accessories Brown 9,Both everything against son to cause several figure.,Acer,Automotive,Bike Accessories,32390.42,INR,25,24292.81,5,1753,3476135915637,ACE-AUT-002340,PROD-4CDBE554,Brown,9,Metal,14.27,178.1,142.0,28.6,1.4,17631,Pre-Order,Mcpherson Group,China,24,Automotive|Bike Accessories|Acer|Brown|Metal,https://cdn.example.com/products/prod-4cdbe554.jpg,2022-05-10 18:46:06,2023-01-27 18:46:06
2341,LG Cricket Gear Red S,Offer race make voice manager standard family prove green.,LG,Sports & Fitness,Cricket Gear,72354.49,INR,5,68736.77,5,2485,1833129468104,LG-SPO-002341,PROD-D95184ED,Red,S,Glass,8.4,153.1,125.9,88.5,1.7,16439,In Stock,Morris Group,South Korea,18,Sports & Fitness|Cricket Gear|LG|Red|Glass,https://cdn.example.com/products/prod-d95184ed.jpg,2023-07-07 01:05:04,2023-09-23 01:05:04
2342,Calvin Klein Jackets Rose Gold 34,Available year scene fear different act admit TV her remember Republican.,Calvin Klein,Clothing,Jackets,55056.97,EUR,5,52304.12,0,4921,8852289552112,CAL-CLO-002342,PROD-4CA08D3D,Rose Gold,34,Leather,9.77,19.3,83.4,99.4,4.9,22247,Out of Stock,"Martin, Cunningham and Powell",Taiwan,18,Clothing|Jackets|Calvin Klein|Rose Gold|Leather,https://cdn.example.com/products/prod-4ca08d3d.jpg,2024-06-20 08:49:19,2025-01-05 08:49:19
2343,Apple Tote Bags Orange 30,Environment truth often expect with condition receive.,Apple,Bags & Luggage,Tote Bags,17470.37,USD,40,10482.22,18,1210,6244285630499,APP-BAG-002343,PROD-177214EA,Orange,30,Metal,7.82,40.4,72.3,95.4,3.3,22629,In Stock,Watts Inc,Vietnam,18,Bags & Luggage|Tote Bags|Apple|Orange|Metal,https://cdn.example.com/products/prod-177214ea.jpg,2024-12-04 17:38:37,2025-05-12 17:38:37
2344,Dell Medical Devices Brown 36,The describe writer position box him lot guy group occur I wait hear then condition take skin.,Dell,Beauty & Health,Medical Devices,50238.08,INR,20,40190.46,18,3016,9329712403178,DEL-BEA-002344,PROD-CBF0DE1E,Brown,36,Silk,4.13,191.3,7.7,27.3,1.0,13996,In Stock,Martinez LLC,Germany,6,Beauty & Health|Medical Devices|Dell|Brown|Silk,https://cdn.example.com/products/prod-cbf0de1e.jpg,2022-03-18 13:34:09,2022-08-18 13:34:09
2345,Woodland Bike Accessories Red 10,Everyone door green one star may face seat condition.,Woodland,Automotive,Bike Accessories,39772.11,INR,30,27840.48,5,3075,3166550474436,WOO-AUT-002345,PROD-421A11FA,Red,10,Wood,16.17,183.4,6.4,31.0,3.0,4358,Pre-Order,"Wyatt, Lee and Mejia",USA,0,Automotive|Bike Accessories|Woodland|Red|Wood,https://cdn.example.com/products/prod-421a11fa.jpg,2024-11-05 22:51:44,2025-07-25 22:51:44
2346,Under Armour Jackets Navy 9,Hold series seem maintain hospital development leg resource community happy sing network region sell.,Under Armour,Clothing,Jackets,56279.01,INR,70,16883.7,12,549,8400867931950,UND-CLO-002346,PROD-A6E23529,Navy,9,Rubber,9.33,121.8,48.9,50.4,1.7,21622,Discontinued,Kline and Sons,Bangladesh,0,Clothing|Jackets|Under Armour|Navy|Rubber,https://cdn.example.com/products/prod-a6e23529.jpg,2022-05-29 23:21:58,2023-01-29 23:21:58
2347,Under Armour Notebooks Black M,State should why soon idea final claim beautiful form control.,Under Armour,Books & Stationery,Notebooks,75471.9,USD,0,75471.9,0,1353,7807611468976,UND-BOO-002347,PROD-27A13FFE,Black,M,Glass,10.13,93.9,5.7,91.0,4.2,7134,Limited Stock,Strickland Inc,Vietnam,12,Books & Stationery|Notebooks|Under Armour|Black|Glass,https://cdn.example.com/products/prod-27a13ffe.jpg,2024-07-21 17:13:09,2024-12-29 17:13:09
2348,Under Armour Car Accessories Cyan S,Down knowledge will dark tonight north continue wait consumer must see authority main represent.,Under Armour,Automotive,Car Accessories,36199.46,INR,25,27149.6,28,93,2983435743170,UND-AUT-002348,PROD-853538B9,Cyan,S,Aluminium,26.69,182.5,91.0,93.3,4.6,5514,Discontinued,"Valencia, Delgado and Williams",Vietnam,12,Automotive|Car Accessories|Under Armour|Cyan|Aluminium,https://cdn.example.com/products/prod-853538b9.jpg,2024-10-13 17:19:13,2025-06-04 17:19:13
2349,Sony Footballs Olive 6,Network few health onto war trip party free theory say.,Sony,Sports & Fitness,Footballs,74296.57,INR,0,74296.57,12,4886,7991075323206,SON-SPO-002349,PROD-191DA512,Olive,6,Linen,11.24,182.6,137.3,49.9,1.0,5219,Out of Stock,Robles-Cox,Germany,24,Sports & Fitness|Footballs|Sony|Olive|Linen,https://cdn.example.com/products/prod-191da512.jpg,2024-05-17 20:46:10,2024-09-20 20:46:10
2350,Bajaj Backpacks Brown 42,Analysis join front significant authority add themselves see amount individual plant race sort Congress.,Bajaj,Bags & Luggage,Backpacks,70650.46,EUR,70,21195.14,5,679,6295036386004,BAJ-BAG-002350,PROD-47EEC8B9,Brown,42,Wood,27.07,159.8,99.8,40.9,1.4,12034,Out of Stock,Mcbride LLC,Japan,6,Bags & Luggage|Backpacks|Bajaj|Brown|Wood,https://cdn.example.com/products/prod-47eec8b9.jpg,2022-03-21 08:12:35,2022-04-18 08:12:35
